true_energy_low,true_energy_high,true_energy_center,bin_width,angular_resolution,n_total,n_reco,aeff
0.01,0.018329807108324356,0.014164903554162177,0.008329807108324356,,2216.0,0.0,0.0
0.018329807108324356,0.03359818286283781,0.025963994985581086,0.015268375754513456,,20766.0,0.0,0.0
0.03359818286283781,0.06158482110660264,0.04759150198472023,0.02798663824376483,0.5704406713160046,79439.0,59.0,0.0007427082415438261
0.06158482110660264,0.11288378916846889,0.08723430513753577,0.05129896806186625,0.505393528263192,121702.0,1487.0,0.012218369459828104
0.11288378916846889,0.20691380811147891,0.15989879863997392,0.09403001894301002,0.3830071016562786,106221.0,10855.0,0.10219259845040057
0.20691380811147891,0.37926901907322497,0.2930914135923519,0.17235521096174605,0.2659426171059447,80312.0,19313.0,0.2404746488694093
0.37926901907322497,0.6951927961775606,0.5372309076253927,0.3159237771043356,0.19133739694232813,59292.0,17882.0,0.3015921203535047
0.6951927961775606,1.2742749857031335,0.984733890940347,0.5790821895255729,0.16074440391273687,43856.0,14897.0,0.33967986136446554
1.2742749857031335,2.3357214690901213,1.8049982273966274,1.0614464833869879,0.16679598011734265,32728.0,12164.0,0.37166951845514545
2.3357214690901213,4.281332398719392,3.3085269339047567,1.9456109296292703,0.19183628852836587,23989.0,9736.0,0.40585268247946976
4.281332398719392,7.847599703514606,6.064466051116999,3.5662673047952147,0.23869675736290238,17316.0,7477.0,0.4317971817971818
7.847599703514606,14.38449888287663,11.116049293195617,6.536899179362023,0.3306908554648832,12480.0,5635.0,0.4515224358974359
14.38449888287663,26.366508987303583,20.375503935090105,11.982010104426953,0.45735518021755656,8876.0,4394.0,0.4950428120775124
26.366508987303583,48.32930238571752,37.34790568651055,21.962793398413936,0.5988577166919578,5614.0,3067.0,0.5463127894549341
48.32930238571752,88.58667904100822,68.45799071336288,40.257376655290706,0.6270107016118772,3420.0,1959.0,0.5728070175438597
88.58667904100822,162.3776739188721,125.48217647994016,73.79099487786387,0.6027708075967402,2048.0,1189.0,0.58056640625
162.3776739188721,297.63514416313194,230.00640904100203,135.25747024425985,0.7733077197774175,1247.0,742.0,0.595028067361668
297.63514416313194,545.5594781168514,421.5973111399917,247.9243339537195,0.9106146288852399,132.0,73.0,0.553030303030303
545.5594781168514,1000.0,772.7797390584258,454.44052188314856,,,,
