reco_mask,rad,deg,deg2
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0003112575156957078,0.017833741991091036,0.0003180423534048037
False,,,
True,0.0007137192989695893,0.04089310358799327,0.0016722459210583482
True,0.0002272241828730689,0.013018986681935652,0.00016949401422441788
True,0.0013713700814302861,0.07857371781646742,0.00617382913150185
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.003449895895804734,0.19766447458911565,0.039071244514591146
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0017281377311292611,0.09901499841102049,0.00980396991033439
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0012210076412577022,0.06995858459729003,0.004894203558856185
True,0.00022407607696070043,0.012838613499696757,0.0001648299965945958
True,0.00021696394475195197,0.012431118340796415,0.000154532703202885
False,,,
False,,,
False,,,
True,0.006777049460221933,0.38829633162212945,0.15077404115120274
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0021017677496207227,0.12042242156997614,0.014501559616777054
True,0.0021754076503191846,0.12464167708376049,0.015535547666252425
False,,,
False,,,
False,,,
True,0.00013487097963353395,0.007727537911796378,5.971484217825032e-05
False,,,
False,,,
False,,,
False,,,
True,0.0044489610921581695,0.2549066937985764,0.06497742254332119
False,,,
False,,,
False,,,
False,,,
True,0.0007647293579972231,0.043815764682989894,0.0019198212347551445
True,0.011688039334193516,0.6696753246321852,0.4484650404212226
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0027860436903808104,0.1596285449978731,0.025481272378137996
True,0.0010673328064573742,0.06115366514586108,0.0037397707607721045
True,0.005756799030565914,0.32984028795643067,0.1087946155591811
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0012610844735976153,0.07225481794662045,0.005220758716499264
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.001624331229013792,0.09306732395378825,0.008661526787919368
False,,,
True,0.002042211216968537,0.1170100836065728,0.013691359665617159
False,,,
False,,,
True,0.0009103379643190212,0.052158523286010845,0.0027205115513773354
True,0.0714502020642752,4.093795023639891,16.759157695578736
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0005984483147886333,0.03428856269410522,0.0011757055316275842
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0033771475401151918,0.19349630084158836,0.03744081843937847
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.002905944727281916,0.1664983683715488,0.027721706670387963
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0037564969020707074,0.21523141824262004,0.04632456339872964
False,,,
False,,,
False,,,
True,0.00271819194266065,0.1557409262209215,0.024255236100150516
False,,,
False,,,
False,,,
False,,,
True,0.002486717004155355,0.14247838918151784,0.02030009138376006
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0006184040790445755,0.03543194376292873,0.001255422638819344
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.006834656803464501,0.3915969892588901,0.15334820199662727
True,0.0033841922034159623,0.1938999303168132,0.03759718297686502
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.00172094370349881,0.09860281099009513,0.009722514335148424
False,,,
False,,,
True,0.006407570933176527,0.36712677140171746,0.1347820662798489
True,0.0007366711231319386,0.042208146244622276,0.0017815276094074214
False,,,
True,0.0009829843097354145,0.05632085227541973,0.003172038401029652
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.003741042135294769,0.21434592533299976,0.04594417570685991
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.00433529265839858,0.24839397228028953,0.061699565465181246
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.005708151085331996,0.3270529660125436,0.10696364257760198
True,0.002609464545385568,0.14951130523961711,0.022353630394453962
False,,,
False,,,
False,,,
False,,,
True,0.010868180866937418,0.6227008946603462,0.38775640421079555
False,,,
False,,,
False,,,
True,0.0009881580357939787,0.05661728494293231,0.00320551695430919
False,,,
False,,,
False,,,
False,,,
True,0.003848751251584696,0.22051720311149636,0.04862783686811694
False,,,
False,,,
False,,,
True,0.011864122505376535,0.6797641471842518,0.4620792957971332
False,,,
False,,,
False,,,
False,,,
True,0.0006215067402439033,0.03560971315490921,0.0012680516709749142
True,0.005328150839955568,0.30528055573853863,0.09319621771203099
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.010349268394463216,0.5929694000508758,0.35161270939669564
True,0.003015119125705644,0.17275360063210812,0.02984380653135791
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0022700892150749152,0.13006653114195846,0.01691730252330205
True,0.0026191184211978914,0.15006443157960667,0.022519333625310452
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.004219658223016586,0.2417686071665231,0.05845205941124056
False,,,
True,0.003188036300657929,0.18266102496219933,0.033365050040241206
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.010547195594160973,0.6043097932444004,0.36519032621108993
False,,,
False,,,
True,0.003942307413925737,0.2258775763610788,0.05102067950275498
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0025739436224417192,0.14747610627052515,0.02174920192071523
True,0.0008757944800140994,0.05017932742566242,0.0025179649008918365
False,,,
True,0.001348027323530185,0.07723627630659596,0.005965442377708837
True,0.0024765726209606907,0.14189715883870013,0.020134803686495294
False,,,
False,,,
False,,,
True,0.0033394761770606566,0.19133789073005844,0.03661018842902778
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.011575940938345648,0.6632525596599155,0.43990395789542974
True,0.012602972463270938,0.7220971314650196,0.5214242672700099
False,,,
False,,,
False,,,
False,,,
True,0.0006509368604963123,0.037295934835934734,0.00139098675528629
True,0.002144417573705458,0.1228660764870069,0.01509607275131103
False,,,
True,0.00037414154690764,0.021436731578303687,0.0004595334607602425
True,0.0006957019586936364,0.03986078603213009,0.0015888822630992575
False,,,
False,,,
False,,,
False,,,
True,0.007837109558685705,0.44903330129432606,0.201630905671281
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.00785224445370806,0.4499004669024806,0.20241043011907003
False,,,
True,0.0054616339619898814,0.3129285752673345,0.09792429321884381
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0002955685898439953,0.016934832754694217,0.0002867885604294641
True,0.00020223989448073267,0.011587492402917093,0.00013426998018766135
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0031830225421970297,0.18237375776289177,0.03326018752055793
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0011519655051616638,0.06600276159041919,0.004356364537561715
True,0.001976814767000626,0.11326314302827308,0.012828539568643044
True,0.0001720804239850016,0.009859482031162374,9.720938592281374e-05
False,,,
False,,,
False,,,
True,0.0008046807818148451,0.046104812653278066,0.0021256537497938693
True,0.012154261608245471,0.6963878932503539,0.4849560978656663
True,0.0008276177024881604,0.0474190014028854,0.002248561694046848
True,0.0015319436005670655,0.08777390276456803,0.007704258006523844
False,,,
False,,,
False,,,
False,,,
True,0.0003225649333350553,0.01848160929901743,0.00034156988228152747
False,,,
False,,,
False,,,
True,0.004304490136692438,0.2466291177881675,0.060825921740969804
False,,,
False,,,
False,,,
False,,,
True,0.001099724441403514,0.06300956911980336,0.003970205800663278
True,0.004551792529428528,0.2607985011554322,0.06801585820491997
True,0.000208504611266795,0.011946434234603226,0.00014271729092169997
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,9.565856133896337e-05,0.0054808318390159065,3.0039517647570484e-05
False,,,
True,0.0009865364987233555,0.0565243777124616,0.0031950052757810255
True,0.011030040534355244,0.6319747704767787,0.39939211051917717
False,,,
False,,,
False,,,
True,0.0011555385504023131,0.0662074820027177,0.004383430673140188
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0010273248547768151,0.05886137836760172,0.0034646618633339715
False,,,
False,,,
False,,,
True,0.0020146419097515156,0.11543047865893794,0.013324195403431527
False,,,
False,,,
True,0.0006905486382125862,0.03956552251808759,0.0015654305721292964
False,,,
False,,,
True,0.006399805071064729,0.3666818202784309,0.13445555732270348
False,,,
False,,,
False,,,
True,0.03386277151203928,1.940193890255688,3.7643523317855
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0011586763452117676,0.06638726440227749,0.0044072688748179
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0002585534355067376,0.01481402063314399,0.00021945520731921585
False,,,
False,,,
False,,,
False,,,
True,0.004943109098894351,0.2832192890393618,0.08021316568396154
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.0025385225329411826,0.14544662733638924,0.02115472140353049
False,,,
False,,,
False,,,
False,,,
False,,,
True,0.002502271176465009,0.14336957760868027,0.020554835783691397
False,,,
False,,,
False,,,
