true_energy_low,true_energy_high,true_energy_center,bin_width,angular_resolution,n_total,n_reco,aeff
0.01,0.018329807108324356,0.014164903554162177,0.008329807108324356,,34.0,0.0,0.0
0.018329807108324356,0.03359818286283781,0.025963994985581086,0.015268375754513456,0.6344141394213751,444.0,39.0,0.08783783783783784
0.03359818286283781,0.06158482110660264,0.04759150198472023,0.02798663824376483,0.4174717834871592,1593.0,260.0,0.16321406151914628
0.06158482110660264,0.11288378916846889,0.08723430513753577,0.05129896806186625,0.3741379038361726,2485.0,825.0,0.3319919517102616
0.11288378916846889,0.20691380811147891,0.15989879863997392,0.09403001894301002,0.26433396456796776,2062.0,862.0,0.4180407371483996
0.20691380811147891,0.37926901907322497,0.2930914135923519,0.17235521096174605,0.2078425053763254,1648.0,790.0,0.47936893203883496
0.37926901907322497,0.6951927961775606,0.5372309076253927,0.3159237771043356,0.19685346637787188,1290.0,630.0,0.4883720930232558
0.6951927961775606,1.2742749857031335,0.984733890940347,0.5790821895255729,0.19892242264619986,896.0,476.0,0.53125
1.2742749857031335,2.3357214690901213,1.8049982273966274,1.0614464833869879,0.18137465034567132,653.0,359.0,0.5497702909647779
2.3357214690901213,4.281332398719392,3.3085269339047567,1.9456109296292703,0.26652377609863953,451.0,245.0,0.5432372505543237
4.281332398719392,7.847599703514606,6.064466051116999,3.5662673047952147,0.3398578229983957,348.0,217.0,0.6235632183908046
7.847599703514606,14.38449888287663,11.116049293195617,6.536899179362023,0.4606009274594933,301.0,187.0,0.6212624584717608
14.38449888287663,26.366508987303583,20.375503935090105,11.982010104426953,0.5224467547595357,198.0,117.0,0.5909090909090909
26.366508987303583,48.32930238571752,37.34790568651055,21.962793398413936,0.544285489088835,109.0,74.0,0.6788990825688074
48.32930238571752,88.58667904100822,68.45799071336288,40.257376655290706,0.704900676384242,73.0,55.0,0.7534246575342466
88.58667904100822,162.3776739188721,125.48217647994016,73.79099487786387,0.5645023315789792,40.0,25.0,0.625
162.3776739188721,297.63514416313194,230.00640904100203,135.25747024425985,0.9078379958343015,41.0,28.0,0.6829268292682927
297.63514416313194,545.5594781168514,421.5973111399917,247.9243339537195,,,,
545.5594781168514,1000.0,772.7797390584258,454.44052188314856,,,,
