unique_file_id,selected_signal,selected_signal_g1,selected_signal_g2,surviving_signal,surviving_signal_g1,surviving_signal_g2,surviving_photons
0,0.6339911053704026,0.6339116931934877,0.6336779770481985,1.0,0.9756312262368049,0.9502313738042281,0.7607785947287096
