unique_file_id,selected_signal,selected_signal_g1,selected_signal_g2,surviving_signal,surviving_signal_g1,surviving_signal_g2,surviving_photons
0,0.7173503932714348,0.7156790723788274,0.712557318618016,1.0,0.9756312262368049,0.9502313738042281,0.8747322796305504
