unique_file_id,selected_signal,selected_signal_g1,selected_signal_g2,surviving_signal,surviving_signal_g1,surviving_signal_g2,surviving_photons
0,0.6943004184211058,0.694155358844608,0.6937675016277174,1.0,0.9756312262368049,0.9502313738042281,0.8418132565925956
