unique_file_id,tp,tn,fp,fn,TPR,FPR,TNR,FNR,PPV,ACC,BA
0,38308300.0,2351602424.0,529196.0,79173520.0,0.3260785370876958,0.00022498570892048975,0.9997750142910795,0.6739214629123043,0.9863740957964953,0.9428571428571428,0.6629267756893876
