unique_file_id,tp,tn,fp,fn,TPR,FPR,TNR,FNR,PPV,ACC,BA
0,21029014.0,2352121939.0,9681.0,96452806.0,0.17899802709900137,4.115841102463475e-06,0.9999958841588975,0.8210019729009986,0.9995398478850518,0.9299191374663073,0.5894969556289494
