unique_file_id,selected_signal,selected_signal_g1,selected_signal_g2,surviving_signal,surviving_signal_g1,surviving_signal_g2,surviving_photons
0,0.6955754929130047,0.6954055101302137,0.6949620236652894,1.0,0.9756312262368049,0.9502313738042281,0.8432233915989087
