unique_file_id,tp,tn,fp,fn,TPR,FPR,TNR,FNR,PPV,ACC,BA
0,27556736.0,2352048738.0,82882.0,89925084.0,0.23456170495145548,3.523697368602187e-05,0.999964763026314,0.7654382950485445,0.9970013333758809,0.9358490566037736,0.6172632339888847
