true_energy_low,true_energy_high,true_energy_center,bin_width,angular_resolution,n_total,n_reco,aeff
0.01,0.018329807108324356,0.014164903554162177,0.008329807108324356,,34.0,0.0,0.0
0.018329807108324356,0.03359818286283781,0.025963994985581086,0.015268375754513456,,444.0,0.0,0.0
0.03359818286283781,0.06158482110660264,0.04759150198472023,0.02798663824376483,0.5424157687843695,1593.0,1.0,0.0006277463904582549
0.06158482110660264,0.11288378916846889,0.08723430513753577,0.05129896806186625,0.30768801463025297,2485.0,48.0,0.0193158953722334
0.11288378916846889,0.20691380811147891,0.15989879863997392,0.09403001894301002,0.27990830325395966,2062.0,233.0,0.11299709020368574
0.20691380811147891,0.37926901907322497,0.2930914135923519,0.17235521096174605,0.2082948863294,1648.0,400.0,0.24271844660194175
0.37926901907322497,0.6951927961775606,0.5372309076253927,0.3159237771043356,0.14927400579997113,1290.0,364.0,0.28217054263565894
0.6951927961775606,1.2742749857031335,0.984733890940347,0.5790821895255729,0.13276820163009312,896.0,283.0,0.3158482142857143
1.2742749857031335,2.3357214690901213,1.8049982273966274,1.0614464833869879,0.1485668560778066,653.0,242.0,0.37059724349157736
2.3357214690901213,4.281332398719392,3.3085269339047567,1.9456109296292703,0.1358242832389754,451.0,158.0,0.35033259423503327
4.281332398719392,7.847599703514606,6.064466051116999,3.5662673047952147,0.1936359073726876,348.0,148.0,0.42528735632183906
7.847599703514606,14.38449888287663,11.116049293195617,6.536899179362023,0.2572445232228838,301.0,132.0,0.43853820598006643
14.38449888287663,26.366508987303583,20.375503935090105,11.982010104426953,0.26283801534855256,198.0,82.0,0.41414141414141414
26.366508987303583,48.32930238571752,37.34790568651055,21.962793398413936,0.42588455053469404,109.0,61.0,0.5596330275229358
48.32930238571752,88.58667904100822,68.45799071336288,40.257376655290706,0.5824276416817853,73.0,44.0,0.6027397260273972
88.58667904100822,162.3776739188721,125.48217647994016,73.79099487786387,0.4956491442716586,40.0,23.0,0.575
162.3776739188721,297.63514416313194,230.00640904100203,135.25747024425985,0.49434317810897777,41.0,25.0,0.6097560975609756
297.63514416313194,545.5594781168514,421.5973111399917,247.9243339537195,,,,
545.5594781168514,1000.0,772.7797390584258,454.44052188314856,,,,
